match_id,date,tournament,team1_name,team2_name,event_type,decider_map,winner,team1_avg_RATING,team2_avg_RATING,rating_diff,team1_avg_ADR,team2_avg_ADR,team1_avg_KAST,team2_avg_KAST,team1_totalwinrate,team2_totalwinrate,score_team1,score_team2
hltv_match_2374604,2024-08-12T21:50:00Z,ESL Challenger League Season 48 North America,Mythic,M80,Online,Inferno,team2,1.02,1.12,-0.1,72.34,77.98,69.76,72.22,0.5555555555555556,0.7368421052631579,11,13
hltv_match_2374618,2024-08-13T05:00:00Z,ESL Challenger League Season 48 Oceania,FlyQuest,DXA,Online,Dust2,team1,1.14,0.91,0.2299999999999998,79.98,69.78,72.7,66.08,0.6666666666666666,0.0,13,4
hltv_match_2374617,2024-08-13T05:00:00Z,ESL Challenger League Season 48 Oceania,Mindfreak,Vantage,Online,Dust2,team1,1.08,0.93,0.15,76.98,68.05,71.7,66.83,0.375,0.125,13,11
hltv_match_2374623,2024-08-13T05:50:00Z,ESL Challenger League Season 48 Oceania,DXA,FlyQuest,Online,Vertigo,team2,0.91,1.14,-0.2299999999999998,69.78,79.98,66.08,72.7,0.25,0.4285714285714285,5,13
hltv_match_2374622,2024-08-13T06:00:00Z,ESL Challenger League Season 48 Oceania,Vantage,Mindfreak,Online,Nuke,team2,0.93,1.08,-0.15,68.05,76.98,66.83,71.7,0.3333333333333333,0.3571428571428571,8,13
hltv_match_2374318,2024-08-13T07:30:00Z,IEM Cologne 2024,Falcons,FaZe,LAN,Nuke,team2,1.15,1.07,0.0799999999999998,81.2,75.94,72.9,72.1,0.4642857142857143,0.5833333333333334,0,2
hltv_match_2374697,2024-08-13T07:45:00Z,European Pro League Season 18,Johnny Speeds,kONO,Online,Mirage,team2,1.05,1.03,0.02,74.97,73.3,70.35,70.58,0.7333333333333333,0.36,0,2
hltv_match_2374313,2024-08-13T09:45:00Z,IEM Cologne 2024,G2,paiN,LAN,Dust2,team1,1.13,1.12,0.0099999999999997,79.58,76.66,72.14,72.98,0.65625,0.5,2,0
hltv_match_2374312,2024-08-13T10:00:00Z,IEM Cologne 2024,Natus Vincere,SAW,LAN,Inferno,team1,1.1,1.03,0.07,77.54,73.34,72.56,71.08,0.7419354838709677,0.4666666666666667,2,1
hltv_match_2374559,2024-08-13T11:30:00Z,CCT Season 2 Europe Series 9,EYEBALLERS,ECSTATIC,Online,Inferno,team2,1.03,1.07,-0.04,73.06,74.6,70.44,71.32,0.4,0.3888888888888889,0,2
hltv_match_2374694,2024-08-13T12:00:00Z,ESL Challenger League Season 48 Europe,Monte,ARCRED,Online,Anubis,team2,1.08,1.04,0.04,74.18,73.3,71.92,70.18,0.5208333333333334,0.1764705882352941,1,2
hltv_match_2374321,2024-08-13T12:45:00Z,IEM Cologne 2024,Liquid,FaZe,LAN,Mirage,team2,1.07,1.07,0.0,78.14,75.94,71.0,72.1,0.6190476190476191,0.5652173913043478,1,2
hltv_match_2374320,2024-08-13T12:55:00Z,IEM Cologne 2024,MOUZ,Vitality,LAN,Nuke,team2,1.13,1.14,-0.01,77.52,79.24,72.54,72.84,0.5185185185185185,0.8888888888888888,0,2
hltv_match_2374691,2024-08-13T14:00:00Z,ESL Challenger League Season 48 Europe,Zero Tenacity,3DMAX,Online,Nuke,team2,1.02,1.05,-0.03,74.24,73.98,69.98,70.82,0.525,0.5,1,2
hltv_match_2374482,2024-08-13T18:00:00Z,CCT Season 2 North America Series 2,M80,InControl,Online,Ancient,team1,1.12,0.97,0.1500000000000001,77.98,73.78,72.22,67.88,0.4347826086956521,0.125,2,0
hltv_match_2374667,2024-08-13T19:00:00Z,ESL Challenger League Season 48 South America,MIBR,BESTIA,Online,Anubis,team1,1.15,1.09,0.0599999999999998,78.02,75.44,73.48,71.5,0.6470588235294118,0.56,13,3
hltv_match_2374671,2024-08-13T20:15:00Z,ESL Challenger League Season 48 South America,BESTIA,MIBR,Online,Mirage,team1,1.09,1.15,-0.0599999999999998,75.44,78.02,71.5,73.48,0.5909090909090909,0.4482758620689655,16,14
hltv_match_2374698,2024-08-14T04:00:00Z,European Pro League Season 18,Aurora Young Blud,ECLOT,Online,Mirage,team1,1.03,1.07,-0.04,73.6,75.38,71.0,71.86,0.45,0.6,2,1
hltv_match_2374652,2024-08-14T05:00:00Z,Elisa Invitational Fall 2024,MOUZ NXT,kONO,Online,Dust2,team1,0.96,1.03,-0.07,71.08,73.3,67.42,70.58,0.2857142857142857,0.3333333333333333,2,0
hltv_match_2374561,2024-08-14T05:30:00Z,CCT Season 2 Europe Series 9,Insilio,RUBY,Online,Nuke,team2,1.03,1.07,-0.04,72.88,75.22,70.75,71.82,0.3,0.4444444444444444,1,2
hltv_match_2374562,2024-08-14T08:55:00Z,CCT Season 2 Europe Series 9,CYBERSHOKE,Young Ninjas,Online,Ancient,team1,1.07,1.06,0.01,73.34,73.4,72.44,69.82,0.6111111111111112,0.3846153846153846,2,1
hltv_match_2374378,2024-08-14T13:05:00Z,Circuito Estadual FERJEE 2024 Finals,ODDIK,Bounty Hunters,LAN,Nuke,team1,1.08,1.04,0.04,74.77,72.62,71.1,70.78,0.6923076923076923,0.5294117647058824,2,1
hltv_match_2374704,2024-08-15T05:30:00Z,CCT Season 2 Europe Series 9,Aurora Young Blud,Young Ninjas,Online,Ancient,team2,1.03,1.06,-0.03,73.6,73.4,71.0,69.82,0.4210526315789473,0.4166666666666667,1,2
hltv_match_2374572,2024-08-15T06:00:00Z,YaLLa Compass Summer 2024 Contenders,Metizport,PARIVISION,Online,Ancient,team2,1.08,1.12,-0.04,74.18,76.58,71.6,72.88,0.3333333333333333,0.6666666666666666,0,2
hltv_match_2374543,2024-08-15T08:20:00Z,CCT Season 2 Europe Series 8,MOUZ NXT,CYBERSHOKE,Online,Ancient,team2,0.96,1.07,-0.1100000000000001,71.08,73.34,67.42,72.44,0.1666666666666666,0.4444444444444444,1,2
hltv_match_2374689,2024-08-15T09:00:00Z,ESL Challenger League Season 48 Europe,Sangal,Nemiga,Online,Anubis,team2,1.09,1.06,0.03,76.18,73.12,71.92,71.66,0.6363636363636364,0.3333333333333333,1,2
hltv_match_2374573,2024-08-15T09:00:00Z,YaLLa Compass Summer 2024 Contenders,Passion UA,EYEBALLERS,Online,Mirage,team1,1.08,1.03,0.05,75.8,73.06,70.9,70.44,0.65625,0.3529411764705882,2,1
hltv_match_2374730,2024-08-15T12:00:00Z,IEM Rio 2024 Europe Open Qualifier 1,Rebels,fnatic,Online,Ancient,team2,1.03,1.11,-0.08,73.08,76.54,69.76,72.84,0.3846153846153846,0.3684210526315789,8,13
hltv_match_2374731,2024-08-15T12:00:00Z,IEM Rio 2024 Europe Open Qualifier 1,Gaimin Gladiators,Betera,Online,Ancient,team1,1.06,1.06,0.0,74.3,73.44,71.54,71.78,0.4848484848484848,0.5,16,12
hltv_match_2374728,2024-08-15T12:05:00Z,IEM Rio 2024 Europe Open Qualifier 1,PARIVISION,9INE,Online,Ancient,team1,1.12,1.06,0.06,76.58,74.26,72.88,71.6,0.6190476190476191,0.575,13,1
hltv_match_2374729,2024-08-15T12:05:00Z,IEM Rio 2024 Europe Open Qualifier 1,ARCRED,OG,Online,Inferno,team2,1.04,1.08,-0.04,73.3,76.13,70.18,71.57,0.1578947368421052,0.5,10,13
hltv_match_2374380,2024-08-15T12:10:00Z,Circuito Estadual FERJEE 2024 Finals,ODDIK,Sharks,LAN,Anubis,team1,1.08,1.11,-0.03,74.77,76.38,71.1,72.46,0.68,0.5,2,1
hltv_match_2374726,2024-08-15T12:15:00Z,IEM Rio 2024 Europe Open Qualifier 1,FAVBET,Spirit Academy,Online,Nuke,team2,1.06,1.0,0.06,74.16,71.04,71.46,70.34,0.6666666666666666,0.6071428571428571,14,16
hltv_match_2374735,2024-08-15T13:05:00Z,IEM Rio 2024 Europe Open Qualifier 1,PARIVISION,OG,Online,Nuke,team2,1.12,1.08,0.04,76.58,76.13,72.88,71.57,0.6,0.4827586206896552,7,13
hltv_match_2374736,2024-08-15T13:20:00Z,IEM Rio 2024 Europe Open Qualifier 1,fnatic,Gaimin Gladiators,Online,Ancient,team1,1.11,1.06,0.05,76.54,74.3,72.84,71.54,0.6333333333333333,0.6,16,12
hltv_match_2374737,2024-08-15T13:35:00Z,IEM Rio 2024 Europe Open Qualifier 1,QUAZAR,HOTU,Online,Mirage,team1,1.01,1.07,-0.06,71.82,75.22,70.44,70.58,0.4,0.3846153846153846,13,8
hltv_match_2374734,2024-08-15T13:40:00Z,IEM Rio 2024 Europe Open Qualifier 1,B8,Spirit Academy,Online,Nuke,team1,1.09,1.0,0.09,75.36,71.04,72.82,70.34,0.5,0.5925925925925926,13,8
hltv_match_2374545,2024-08-15T14:00:00Z,CCT Season 2 Europe Series 8,GamerLegion,Aurora Young Blud,Online,Anubis,team1,1.05,1.03,0.02,73.7,73.6,71.2,71.0,0.56,0.6666666666666666,2,1
hltv_match_2374738,2024-08-15T14:35:00Z,IEM Rio 2024 Europe Open Qualifier 1,OG,B8,Online,Nuke,team1,1.08,1.09,-0.01,76.13,75.36,71.57,72.82,0.4666666666666667,0.625,2,0
hltv_match_2374739,2024-08-15T14:40:00Z,IEM Rio 2024 Europe Open Qualifier 1,QUAZAR,fnatic,Online,Vertigo,team2,1.01,1.11,-0.1,71.82,76.54,70.44,72.84,0.25,0.3333333333333333,1,2
hltv_match_2374740,2024-08-15T18:35:00Z,IEM Rio 2024 North America Open Qualifier 1,NRG,InControl,Online,Anubis,team1,1.08,0.97,0.1100000000000001,76.52,73.78,72.28,67.88,0.5882352941176471,0.1428571428571428,13,5
hltv_match_2374683,2024-08-15T19:00:00Z,ESL Challenger League Season 48 South America,KRÜ,RED Canids,Online,Mirage,team2,1.02,1.09,-0.07,72.12,73.86,70.68,72.34,0.4117647058823529,0.5333333333333333,3,13
hltv_match_2374744,2024-08-15T19:20:00Z,IEM Rio 2024 North America Open Qualifier 1,LAG,NRG,Online,Anubis,team2,1.03,1.08,-0.05,73.42,76.52,70.35,72.28,0.2727272727272727,0.5263157894736842,6,13
hltv_match_2374687,2024-08-15T19:55:00Z,ESL Challenger League Season 48 South America,RED Canids,KRÜ,Online,Nuke,team2,1.09,1.02,0.07,73.86,72.12,72.34,70.68,0.4736842105263157,0.45,11,13
hltv_match_2374546,2024-08-16T05:00:00Z,CCT Season 2 Europe Series 8,3DMAX,SINNERS,Online,Ancient,team2,1.05,1.06,-0.01,73.98,74.12,70.82,71.74,0.6470588235294118,0.5277777777777778,1,2
hltv_match_2374708,2024-08-16T05:30:00Z,CCT Season 2 Europe Series 9,CYBERSHOKE,ECSTATIC,Online,Ancient,team1,1.07,1.07,0.0,73.34,74.6,72.44,71.32,0.6,0.3714285714285714,2,1
hltv_match_2374547,2024-08-16T08:45:00Z,CCT Season 2 Europe Series 8,Zero Tenacity,EYEBALLERS,Online,Dust2,team1,1.02,1.03,-0.01,74.24,73.06,69.98,70.44,0.5384615384615384,0.3636363636363636,2,0
hltv_match_2374323,2024-08-16T09:45:00Z,IEM Cologne 2024,SAW,FaZe,LAN,Nuke,team1,1.03,1.07,-0.04,73.34,75.94,71.08,72.1,0.5555555555555556,0.5454545454545454,2,1
hltv_match_2374322,2024-08-16T13:50:00Z,IEM Cologne 2024,MOUZ,G2,LAN,Inferno,team1,1.13,1.13,0.0,77.52,79.58,72.54,72.14,0.5384615384615384,0.5555555555555556,2,0
hltv_match_2374549,2024-08-16T14:15:00Z,CCT Season 2 Europe Series 8,AMKAL,Young Ninjas,Online,Ancient,team2,1.07,1.06,0.01,75.96,73.4,71.24,69.82,0.3529411764705882,0.3636363636363636,1,2
hltv_match_2374383,2024-08-16T16:50:00Z,Circuito Estadual FERJEE 2024 Finals,ODDIK,Sharks,LAN,Nuke,team1,1.08,1.11,-0.03,74.77,76.38,71.1,72.46,0.6666666666666666,0.5294117647058824,2,0
hltv_match_2374550,2024-08-17T05:00:00Z,CCT Season 2 Europe Series 8,Zero Tenacity,GamerLegion,Online,Nuke,team2,1.02,1.05,-0.03,74.24,73.7,69.98,71.2,0.5263157894736842,0.5757575757575758,0,2
hltv_match_2374827,2024-08-17T05:00:00Z,European Pro League Season 18,ECSTATIC,Johnny Speeds,Online,Nuke,team1,1.07,1.05,0.02,74.6,74.97,71.32,70.35,0.5882352941176471,0.5652173913043478,2,0
hltv_match_2374551,2024-08-17T08:00:00Z,CCT Season 2 Europe Series 8,SINNERS,CYBERSHOKE,Online,Ancient,team1,1.06,1.07,-0.01,74.12,73.34,71.74,72.44,0.5576923076923077,0.4318181818181818,2,0
hltv_match_2374325,2024-08-17T09:45:00Z,IEM Cologne 2024,Vitality,SAW,LAN,Anubis,team1,1.14,1.03,0.1099999999999998,79.24,73.34,72.84,71.08,0.7241379310344828,0.5,2,0
hltv_match_2374749,2024-08-17T11:30:00Z,CCT Season 2 Europe Series 9,RUBY,Nexus,Online,Nuke,team1,1.07,1.03,0.04,75.22,74.58,71.82,70.18,0.631578947368421,0.375,2,1
hltv_match_2374833,2024-08-17T12:00:00Z,ESL Challenger Atlanta 2024 Europe Open Qualifier,RUSTEC,MOUZ NXT,Online,Dust2,team2,1.0,0.96,0.04,72.84,71.08,68.44,67.42,0.0,0.4,9,13
hltv_match_2374831,2024-08-17T12:00:00Z,ESL Challenger Atlanta 2024 Europe Open Qualifier,GenOne,500,Online,Anubis,team1,1.06,1.08,-0.02,74.18,75.68,71.2,71.7,0.4,0.675,13,8
hltv_match_2374830,2024-08-17T12:00:00Z,ESL Challenger Atlanta 2024 Europe Open Qualifier,ECSTATIC,FAVBET,Online,Ancient,team2,1.07,1.06,0.01,74.6,74.16,71.32,71.46,0.5757575757575758,0.4318181818181818,9,13
hltv_match_2374835,2024-08-17T12:00:00Z,ESL Challenger Atlanta 2024 Europe Open Qualifier,GamerLegion,1win,Online,Dust2,team1,1.05,1.06,-0.01,73.7,73.16,71.2,72.82,0.5416666666666666,0.5789473684210527,13,11
hltv_match_2374832,2024-08-17T12:00:00Z,ESL Challenger Atlanta 2024 Europe Open Qualifier,B8,Lazer Cats,Online,Mirage,team1,1.09,0.94,0.1500000000000001,75.36,67.05,72.82,69.53,0.4827586206896552,0.0,19,17
hltv_match_2374324,2024-08-17T13:00:00Z,IEM Cologne 2024,Natus Vincere,MOUZ,LAN,Ancient,team1,1.1,1.13,-0.0299999999999998,77.54,77.52,72.56,72.54,0.7333333333333333,0.6666666666666666,2,0
hltv_match_2374839,2024-08-17T13:05:00Z,ESL Challenger Atlanta 2024 Europe Open Qualifier,GUN5,MOUZ NXT,Online,Dust2,team1,1.08,0.96,0.1200000000000001,75.0,71.08,71.48,67.42,0.5897435897435898,0.3333333333333333,2,1
hltv_match_2374837,2024-08-17T13:10:00Z,ESL Challenger Atlanta 2024 Europe Open Qualifier,Monte,FAVBET,Online,Nuke,team1,1.08,1.06,0.02,74.18,74.16,71.92,71.46,0.5319148936170213,0.4186046511627907,2,1
hltv_match_2374840,2024-08-17T13:15:00Z,ESL Challenger Atlanta 2024 Europe Open Qualifier,GamerLegion,SINNERS,Online,Mirage,team1,1.05,1.06,-0.01,73.7,74.12,71.2,71.74,0.5217391304347826,0.5142857142857142,2,0
hltv_match_2374838,2024-08-17T13:40:00Z,ESL Challenger Atlanta 2024 Europe Open Qualifier,GenOne,B8,Online,Inferno,team2,1.06,1.09,-0.03,74.18,75.36,71.2,72.82,0.3684210526315789,0.6451612903225806,0,2
hltv_match_2374553,2024-08-17T14:00:00Z,CCT Season 2 Europe Series 8,BetBoom,Young Ninjas,Online,Dust2,team1,1.1,1.06,0.04,75.6,73.4,72.12,69.82,0.64,0.3,2,1
hltv_match_2374845,2024-08-17T19:10:00Z,ESL Challenger Atlanta 2024 North America Open Qualifier,NRG,LAG,Online,Mirage,team1,1.08,1.03,0.05,76.52,73.42,72.28,70.35,0.5625,0.3,2,0
hltv_match_2374491,2024-08-17T21:00:00Z,CCT Season 2 North America Series 2,Wildcard,NRG,Online,Anubis,team1,1.07,1.08,-0.01,74.5,76.52,71.84,72.28,0.6785714285714286,0.5,2,0
hltv_match_2374554,2024-08-18T06:00:00Z,CCT Season 2 Europe Series 8,SINNERS,GamerLegion,Online,Mirage,team1,1.06,1.05,0.01,74.12,73.7,71.74,71.2,0.5490196078431373,0.5625,2,0
hltv_match_2374326,2024-08-18T11:00:00Z,IEM Cologne 2024,Vitality,Natus Vincere,LAN,Anubis,team1,1.14,1.1,0.0399999999999998,79.24,77.54,72.84,72.56,0.7142857142857143,0.6,3,1
hltv_match_2374556,2024-08-18T12:00:00Z,CCT Season 2 Europe Series 8,SINNERS,BetBoom,Online,Dust2,team2,1.06,1.1,-0.04,74.12,75.6,71.74,72.12,0.54,0.45,1,2
hltv_match_2374492,2024-08-18T15:30:00Z,CCT Season 2 North America Series 2,M80,Wildcard,Online,Inferno,team2,1.12,1.07,0.05,77.98,74.5,72.22,71.84,0.4090909090909091,0.4230769230769231,1,2
hltv_match_2374755,2024-08-19T06:40:00Z,CCT Season 2 Europe Series 9,Aurora Young Blud,Nexus,Online,Anubis,team1,1.03,1.03,0.0,73.6,74.58,71.0,70.18,0.4444444444444444,0.391304347826087,2,1
hltv_match_2374690,2024-08-19T09:00:00Z,ESL Challenger League Season 48 Europe,Sashi,Aurora,Online,Anubis,team1,1.05,1.07,-0.02,74.7,77.62,70.97,71.34,0.4772727272727273,0.36,2,1
hltv_match_2374919,2024-08-19T12:00:00Z,IEM Rio 2024 Europe Open Qualifier 2,ENCE,kONO,Online,Anubis,team2,1.09,1.03,0.06,76.48,73.3,71.48,70.58,0.5,0.3478260869565217,10,13
hltv_match_2374921,2024-08-19T12:00:00Z,IEM Rio 2024 Europe Open Qualifier 2,Sashi,Metizport,Online,Mirage,team1,1.05,1.08,-0.03,74.7,74.18,70.97,71.6,0.4651162790697674,0.55,16,14
hltv_match_2374920,2024-08-19T12:00:00Z,IEM Rio 2024 Europe Open Qualifier 2,500,Spirit Academy,Online,Anubis,team1,1.08,1.0,0.08,75.68,71.04,71.7,70.34,0.6285714285714286,0.6153846153846154,13,8
hltv_match_2374917,2024-08-19T12:00:00Z,IEM Rio 2024 Europe Open Qualifier 2,Ninjas in Pyjamas,PARIVISION,Online,Ancient,team1,1.09,1.12,-0.03,77.66,76.58,71.46,72.88,0.5,0.6521739130434783,13,8
hltv_match_2374922,2024-08-19T12:00:00Z,IEM Rio 2024 Europe Open Qualifier 2,B8,AMKAL,Online,Nuke,team1,1.09,1.07,0.02,75.36,75.96,72.82,71.24,0.4642857142857143,0.5789473684210527,16,13
hltv_match_2374884,2024-08-19T13:00:00Z,CCT Season 2 Europe Series 10 Closed Qualifier,Young Ninjas,GenOne,Online,Dust2,team1,1.06,1.06,0.0,73.4,74.18,69.82,71.2,0.6666666666666666,0.391304347826087,2,1
hltv_match_2374927,2024-08-19T13:30:00Z,IEM Rio 2024 Europe Open Qualifier 2,Sashi,B8,Online,Anubis,team2,1.05,1.09,-0.04,74.7,75.36,70.97,72.82,0.4523809523809524,0.6333333333333333,6,13
hltv_match_2374926,2024-08-19T13:30:00Z,IEM Rio 2024 Europe Open Qualifier 2,kONO,500,Online,Mirage,team2,1.03,1.08,-0.05,73.3,75.68,70.58,71.7,0.4615384615384615,0.6923076923076923,7,13
hltv_match_2374930,2024-08-19T14:15:00Z,IEM Rio 2024 Europe Open Qualifier 2,Monte,B8,Online,Nuke,team2,1.08,1.09,-0.01,74.18,75.36,71.92,72.82,0.5217391304347826,0.6206896551724138,0,2
hltv_match_2374577,2024-08-20T09:00:00Z,YaLLa Compass Summer 2024 Contenders,SINNERS,EYEBALLERS,Online,Ancient,team1,1.06,1.03,0.03,74.12,73.06,71.74,70.44,0.5510204081632653,0.375,2,1
hltv_match_2374759,2024-08-20T09:30:00Z,CCT Season 2 Europe Series 9,RUBY,Young Ninjas,Online,Anubis,team2,1.07,1.06,0.01,75.22,73.4,71.82,69.82,0.6111111111111112,0.3333333333333333,1,2
hltv_match_2374892,2024-08-20T13:25:00Z,CCT Season 2 Europe Series 10 Closed Qualifier,ECSTATIC,Young Ninjas,Online,Ancient,team1,1.07,1.06,0.01,74.6,73.4,71.32,69.82,0.59375,0.25,2,0
hltv_match_2374848,2024-08-20T14:00:00Z,ESL Challenger League Season 48 Europe,SINNERS,ARCRED,Online,Inferno,team1,1.06,1.04,0.02,74.12,73.3,71.74,70.18,0.5416666666666666,0.125,2,0
hltv_match_2374869,2024-08-20T18:00:00Z,ESL Challenger League Season 48 South America,Dusty Roots,Imperial,Online,Inferno,team2,1.01,1.09,-0.08,70.8,75.0,69.46,72.82,0.4117647058823529,0.5652173913043478,5,13
hltv_match_2374868,2024-08-20T19:00:00Z,ESL Challenger League Season 48 South America,ODDIK,KRÜ,Online,Anubis,team1,1.08,1.02,0.06,74.77,72.12,71.1,70.68,0.6521739130434783,0.4210526315789473,13,9
hltv_match_2374872,2024-08-20T19:00:00Z,ESL Challenger League Season 48 South America,Imperial,Dusty Roots,Online,Mirage,team1,1.09,1.01,0.08,75.0,70.8,72.82,69.46,0.6176470588235294,0.2666666666666666,13,8
hltv_match_2374871,2024-08-20T20:00:00Z,ESL Challenger League Season 48 South America,KRÜ,ODDIK,Online,Ancient,team1,1.02,1.08,-0.06,72.12,74.77,70.68,71.1,0.4375,0.4,13,7
hltv_match_2374994,2024-08-21T02:30:00Z,ESL Challenger Atlanta 2024 Oceania Closed Qualifier,Mindfreak,Rooster,Online,Anubis,team1,1.08,1.07,0.01,76.98,75.88,71.7,69.83,0.2857142857142857,0.2307692307692307,2,0
hltv_match_2374795,2024-08-21T05:00:00Z,Perfect World Shanghai Major 2024 EU RMR Closed Qualifier B,BIG,Passion UA,Online,Anubis,team2,1.07,1.08,-0.01,77.22,75.8,70.68,70.9,0.5277777777777778,0.56,3,13
hltv_match_2374862,2024-08-21T05:00:00Z,ESL Challenger League Season 48 Oceania,DXA,Vantage,Online,Dust2,team1,0.91,0.93,-0.02,69.78,68.05,66.08,66.83,0.3333333333333333,0.1428571428571428,13,9
hltv_match_2374780,2024-08-21T05:00:00Z,Perfect World Shanghai Major 2024 EU RMR Closed Qualifier A,Sangal,1win,Online,Mirage,team1,1.09,1.06,0.03,76.18,73.16,71.92,72.82,0.6666666666666666,0.6111111111111112,13,7
hltv_match_2374797,2024-08-21T06:00:00Z,Perfect World Shanghai Major 2024 EU RMR Closed Qualifier B,SAW,OG,Online,Anubis,team1,1.03,1.08,-0.05,73.34,76.13,71.08,71.57,0.5384615384615384,0.4642857142857143,13,7
hltv_match_2374798,2024-08-21T06:00:00Z,Perfect World Shanghai Major 2024 EU RMR Closed Qualifier B,Nemiga,ARCRED,Online,Anubis,team1,1.06,1.04,0.02,73.12,73.3,71.66,70.18,0.6333333333333333,0.1333333333333333,13,11
hltv_match_2374578,2024-08-21T06:00:00Z,YaLLa Compass Summer 2024 Contenders,Metizport,9INE,Online,Anubis,team2,1.08,1.06,0.02,74.18,74.26,71.6,71.6,0.3529411764705882,0.5897435897435898,1,2
hltv_match_2374865,2024-08-21T06:05:00Z,ESL Challenger League Season 48 Oceania,Vantage,DXA,Online,Mirage,team1,0.93,0.91,0.02,68.05,69.78,66.83,66.08,0.4,0.0,13,11
hltv_match_2374782,2024-08-21T06:30:00Z,Perfect World Shanghai Major 2024 EU RMR Closed Qualifier A,B8,SINNERS,Online,Nuke,team2,1.09,1.06,0.03,75.36,74.12,72.82,71.74,0.4444444444444444,0.5294117647058824,3,13
hltv_match_2374799,2024-08-21T07:00:00Z,Perfect World Shanghai Major 2024 EU RMR Closed Qualifier B,Zero Tenacity,Rebels,Online,Mirage,team2,1.02,1.03,-0.01,74.24,73.08,69.98,69.76,0.5405405405405406,0.375,11,13
hltv_match_2374784,2024-08-21T07:00:00Z,Perfect World Shanghai Major 2024 EU RMR Closed Qualifier A,ECLOT,BC.Game,Online,Mirage,team2,1.07,1.11,-0.04,75.38,80.62,71.86,72.0,0.7037037037037037,0.53125,16,19
hltv_match_2374661,2024-08-21T08:00:00Z,Elisa Invitational Fall 2024,Gaimin Gladiators,FAVBET,Online,Inferno,team2,1.06,1.06,0.0,74.3,74.16,71.54,71.46,0.46875,0.4285714285714285,0,2
hltv_match_2374786,2024-08-21T08:00:00Z,Perfect World Shanghai Major 2024 EU RMR Closed Qualifier A,Monte,UNiTY,Online,Nuke,team1,1.08,1.05,0.03,74.18,74.8,71.92,69.62,0.5333333333333333,0.2105263157894736,13,6
hltv_match_2375000,2024-08-21T08:15:00Z,Perfect World Shanghai Major 2024 Arabia RMR Open Qualifier,JiJieHao,DEPO,Online,Ancient,team1,1.07,1.04,0.03,74.9,73.46,71.95,70.22,0.5625,0.5,2,0
hltv_match_2374787,2024-08-21T10:00:00Z,Perfect World Shanghai Major 2024 EU RMR Closed Qualifier A,Sangal,BC.Game,Online,Mirage,team1,1.09,1.11,-0.02,76.18,80.62,71.92,72.0,0.65,0.5161290322580645,16,14
hltv_match_2374712,2024-08-21T10:30:00Z,BLAST Premier Fall Showdown 2024,FaZe,Rare Atom,Online,Dust2,team1,1.07,1.07,0.0,75.94,77.62,72.1,71.62,0.7083333333333334,0.4285714285714285,2,0
hltv_match_2374807,2024-08-21T11:00:00Z,Perfect World Shanghai Major 2024 EU RMR Closed Qualifier B,Johnny Speeds,ARCRED,Online,Anubis,team2,1.05,1.04,0.01,74.97,73.3,70.35,70.18,0.7586206896551724,0.1428571428571428,7,13
hltv_match_2374808,2024-08-21T11:00:00Z,Perfect World Shanghai Major 2024 EU RMR Closed Qualifier B,Zero Tenacity,OG,Online,Dust2,team2,1.02,1.08,-0.06,74.24,76.13,69.98,71.57,0.5555555555555556,0.4814814814814814,11,13
hltv_match_2374792,2024-08-21T11:00:00Z,Perfect World Shanghai Major 2024 EU RMR Closed Qualifier A,ECLOT,1win,Online,Mirage,team1,1.07,1.06,0.01,75.38,73.16,71.86,72.82,0.7307692307692307,0.6470588235294118,13,11
hltv_match_2374789,2024-08-21T12:00:00Z,Perfect World Shanghai Major 2024 EU RMR Closed Qualifier A,PARIVISION,SINNERS,Online,Mirage,team2,1.12,1.06,0.06,76.58,74.12,72.88,71.74,0.631578947368421,0.5151515151515151,3,13
hltv_match_2374713,2024-08-21T12:40:00Z,BLAST Premier Fall Showdown 2024,HEROIC,OG,Online,Ancient,team2,1.06,1.08,-0.02,73.1,76.13,71.46,71.57,0.6206896551724138,0.4615384615384615,0,2
hltv_match_2374809,2024-08-21T13:00:00Z,Perfect World Shanghai Major 2024 EU RMR Closed Qualifier B,BIG,Insilio,Online,Ancient,team1,1.07,1.03,0.04,77.22,72.88,70.68,70.75,0.5428571428571428,0.3636363636363636,13,5
hltv_match_2374810,2024-08-21T13:00:00Z,Perfect World Shanghai Major 2024 EU RMR Closed Qualifier B,AMKAL,Sashi,Online,Nuke,team2,1.07,1.05,0.02,75.96,74.7,71.24,70.97,0.375,0.52,7,13
hltv_match_2374793,2024-08-21T13:00:00Z,Perfect World Shanghai Major 2024 EU RMR Closed Qualifier A,ENCE,UNiTY,Online,Mirage,team2,1.09,1.05,0.04,76.48,74.8,71.48,69.62,0.5238095238095238,0.2222222222222222,7,13
hltv_match_2374888,2024-08-21T13:00:00Z,CCT Season 2 Europe Series 10 Closed Qualifier,CPH Wolves,Spirit Academy,Online,Nuke,team2,1.04,1.0,0.04,73.46,71.04,70.54,70.34,0.5151515151515151,0.64,1,2
hltv_match_2374714,2024-08-21T15:00:00Z,BLAST Premier Fall Showdown 2024,Ninjas in Pyjamas,AMKAL,Online,Vertigo,team2,1.09,1.07,0.02,77.66,75.96,71.46,71.24,0.4705882352941176,0.6111111111111112,1,2
